rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,associated_companies,number_of_companies
699,4000,Finance & Investments,"Bernard Saul, II.",90.0,United States,Chevy Chase,"Banking, real estate",Finance & Investments,United States,Saul Centers,False,U,M,4/15/1932 0:00,Saul,Bernard,Chairman and CEO,4/4/2023 5:01,Maryland,South,1932.0,4.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Banking, Saul Centers, real estate",3
699,4000,Telecom,Shaul Shani,68.0,Italy,Milan,Telecom,Telecom,Israel,,True,D,M,1/1/1955 0:00,Shani,Shaul,Founder & Entrepreneur,4/4/2023 5:01,,,1955.0,1.0,1.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Telecom,1
699,4000,Media & Entertainment,Steven Spielberg,76.0,United States,Pacific Palisades,Movies,Media & Entertainment,United States,,True,U,M,12/18/1946 0:00,Spielberg,Steven,Founder & Entrepreneur,4/4/2023 5:01,California,West,1946.0,12.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Movies,1
699,4000,Healthcare,Jerzy Starak,75.0,Poland,Konstancin,Pharmaceuticals,Healthcare,Poland,,True,E,M,12/12/1947 0:00,Starak,Jerzy,Founder & Entrepreneur,4/4/2023 5:01,,,1947.0,12.0,12.0,114.11,2.2,"$592,164,400,688 ",67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136,Pharmaceuticals,1
699,4000,Energy,Torbjorn Tornqvist,69.0,Switzerland,Geneva,Oil trading,Energy,Sweden,,True,U,M,11/8/1953 0:00,Tornqvist,Torbjorn,Founder & Entrepreneur & Oil,4/4/2023 5:01,,,1953.0,11.0,8.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Oil trading,1
699,4000,Metals & Mining,Rufino Vigil Gonzalez,74.0,Mexico,Mexico City,Steel,Metals & Mining,Mexico,,True,U,M,6/1/1948 0:00,Vigil Gonzalez,Rufino,Founder & Entrepreneur,4/4/2023 5:01,,,1948.0,6.0,1.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,Steel,1
699,4000,Diversified,Zhang Daocai,73.0,China,Shaoxing,Valves,Diversified,China,,True,U,M,1/1/1950 0:00,Zhang,Daocai,Founder & Entrepreneur,4/4/2023 5:01,,,1950.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Valves,1
721,3900,Manufacturing,Juergen Blickle,76.0,Germany,Bruchsal,Auto parts,Manufacturing,Germany,,False,D,M,1/1/1947 0:00,Blickle,Juergen,Heir & Major Shareholder,4/4/2023 5:01,,,1947.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Auto parts,1
721,3900,Food & Beverage,"Austen Cargill, II.",72.0,United States,Livingston,Cargill,Food & Beverage,United States,,False,D,M,3/9/1951 0:00,Cargill,Austen,Heir & Major Shareholder,4/4/2023 5:01,Montana,West,1951.0,3.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Cargill,1
721,3900,Food & Beverage,"James Cargill, II.",73.0,United States,Birchwood,Cargill,Food & Beverage,United States,,False,D,M,4/7/1949 0:00,Cargill,James,Heir & Major Shareholder,4/4/2023 5:01,Wisconsin,Midwest,1949.0,4.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Cargill,1
721,3900,Finance & Investments,Vanich Chaiyawan,91.0,Thailand,Bangkok,"Insurance, beverages",Finance & Investments,Thailand,,True,U,M,1/1/1932 0:00,Chaiyawan,Vanich,Founder & Entrepreneur & Insurance,4/4/2023 5:01,,,1932.0,1.0,1.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,"Insurance, beverages",2
721,3900,Finance & Investments,Chen Dongsheng,65.0,China,Beijing,Insurance,Finance & Investments,China,,True,U,M,12/1/1957 0:00,Chen,Dongsheng,Founder & Entrepreneur,4/4/2023 5:01,,,1957.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Insurance,1
721,3900,Automotive,Mong-Koo Chung,85.0,South Korea,Seoul,Hyundai,Automotive,South Korea,,False,D,M,3/19/1938 0:00,Chung,Mong-Koo,Heir & Major Shareholder,4/4/2023 5:01,,,1938.0,3.0,19.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Hyundai,1
721,3900,Finance & Investments,Kenneth Dart,67.0,Cayman Islands,George Town,Investments,Finance & Investments,Belize,,False,U,M,4/21/1955 0:00,Dart,Kenneth,Heir & Major Shareholder,4/4/2023 5:01,,,1955.0,4.0,21.0,,,,,,,,,,,,Investments,1
721,3900,Fashion & Retail,Giuseppe De'Longhi & family,83.0,Italy,Treviso,Coffee makers,Fashion & Retail,Italy,,False,D,M,4/24/1939 0:00,De'Longhi,Giuseppe,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1939.0,4.0,24.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Coffee makers,1
721,3900,Healthcare,Guenther Fielmann & family,83.0,Germany,Hamburg,Optometry,Healthcare,Germany,,True,D,M,9/17/1939 0:00,Fielmann,Guenther,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1939.0,9.0,17.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Optometry,1
721,3900,Energy,W. Herbert Hunt,94.0,United States,Dallas,Oil,Energy,United States,,False,D,M,3/6/1929 0:00,Hunt,W. Herbert,Heir & Major Shareholder & Oil,4/4/2023 5:01,Texas,South,1929.0,3.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Oil,1
721,3900,Sports,James Irsay,63.0,United States,Carmel,Indianapolis Colts,Sports,United States,Indianapolis Colts,False,U,M,6/13/1959 0:00,Irsay,James,CEO,4/4/2023 5:01,Indiana,Midwest,1959.0,6.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Indianapolis Colts,1
721,3900,Diversified,Somurai Jaruphnit,,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,N,F,,Jaruphnit,Somurai,Heir & Major Shareholder,4/4/2023 5:01,,,,,,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Diversified,10
721,3900,Food & Beverage,Marianne Liebmann,69.0,United States,Bozeman,Cargill,Food & Beverage,United States,,False,D,F,7/11/1953 0:00,Liebmann,Marianne,Heir & Major Shareholder,4/4/2023 5:01,Montana,West,1953.0,7.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Cargill,1
721,3900,Healthcare,Jorge Moll Filho & family,78.0,Brazil,Rio de Janeiro,Hospitals,Healthcare,Brazil,,True,D,M,1/1/1945 0:00,Moll Filho,Jorge,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1945.0,1.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Hospitals,1
721,3900,Diversified,Fernando Roberto Moreira Salles,76.0,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,,False,U,M,5/29/1946 0:00,Moreira Salles,Fernando Roberto,Heir & Major Shareholder & Banking,4/4/2023 5:01,,,1946.0,5.0,29.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,"Banking, minerals",2
721,3900,Diversified,Pedro Moreira Salles,63.0,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,,False,U,M,10/20/1959 0:00,Moreira Salles,Pedro,Heir & Major Shareholder & Banking,4/4/2023 5:01,,,1959.0,10.0,20.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,"Banking, minerals",2
721,3900,Gambling & Casinos,Gabe Newell,60.0,United States,Seattle,Videogames,Gambling & Casinos,United States,Valve Corporation,True,E,M,11/3/1962 0:00,Newell,Gabe,Cofounder and CEO,4/4/2023 5:01,Washington,West,1962.0,11.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Valve Corporation, Videogames",2
721,3900,Fashion & Retail,Alfred Oetker,56.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,,False,U,M,1/1/1967 0:00,Oetker,Alfred,Heir & Major Shareholder,4/4/2023 5:01,,,1967.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Consumer goods,1
721,3900,Fashion & Retail,Carl Ferdinand Oetker,50.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,,False,U,M,10/3/1972 0:00,Oetker,Carl Ferdinand,Heir & Major Shareholder,4/4/2023 5:01,,,1972.0,10.0,3.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Consumer goods,1
721,3900,Fashion & Retail,Julia Oetker,44.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,,False,U,F,1/26/1979 0:00,Oetker,Julia,Heir & Major Shareholder,4/4/2023 5:01,,,1979.0,1.0,26.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Consumer goods,1
721,3900,Manufacturing,Ruan Hongliang & family,62.0,China,Jiaxing,Glass,Manufacturing,China,,True,D,M,1/1/1961 0:00,Ruan,Hongliang,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1961.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Glass,1
721,3900,Finance & Investments,Mark Stevens,63.0,United States,Steamboat Springs,Venture capital,Finance & Investments,United States,,True,D,M,2/17/1960 0:00,Stevens,Mark,Founder & Entrepreneur,4/4/2023 5:01,Colorado,West,1960.0,2.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Venture capital,1
721,3900,Finance & Investments,Tsai Hong-tu,70.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,D,M,8/1/1952 0:00,Tsai,Hong-tu,Heir & Major Shareholder,4/4/2023 5:01,,,1952.0,8.0,1.0,,,,,,,,,,,,Finance,1
721,3900,Food & Beverage,Nusli Wadia,79.0,India,Mumbai,Consumer goods,Food & Beverage,India,,False,U,M,2/15/1944 0:00,Wadia,Nusli,Heir & Major Shareholder,4/4/2023 5:01,,,1944.0,2.0,15.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Consumer goods,1
721,3900,Healthcare,Wu Yiling,73.0,China,Shijiazhuang,Pharmaceuticals,Healthcare,China,,True,E,M,10/24/1949 0:00,Wu,Yiling,Founder & Entrepreneur,4/4/2023 5:01,,,1949.0,10.0,24.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Pharmaceuticals,1
721,3900,Manufacturing,Yu Renrong,57.0,China,Ningbo,Semiconductors,Manufacturing,China,,True,D,M,4/1/1966 0:00,Yu,Renrong,Founder & Entrepreneur,4/4/2023 5:01,,,1966.0,4.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Semiconductors,1
721,3900,Healthcare,Zhu Baoguo & family,60.0,China,Shenzhen,Pharmaceuticals,Healthcare,China,,True,D,M,4/25/1962 0:00,Zhu,Baoguo,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1962.0,4.0,25.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Pharmaceuticals,1
748,3800,Service,Rahul Bhatia,63.0,India,Delhi,Aviation,Service,India,,False,Split Family Fortune,M,6/10/1959 0:00,Bhatia,Rahul,Heir & Major Shareholder,4/4/2023 5:01,,,1959.0,6.0,10.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Aviation,1
748,3800,Construction & Engineering,Francesco Gaetano Caltagirone,80.0,Italy,Rome,"Cement, diversified",Construction & Engineering,Italy,,True,D,M,3/21/1943 0:00,Caltagirone,Francesco Gaetano,Founder & Entrepreneur & Cement,4/4/2023 5:01,,,1943.0,3.0,21.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,"Cement, diversified",10
748,3800,Media & Entertainment,Barry Diller,81.0,United States,New York,Online media,Media & Entertainment,United States,,True,D,M,2/2/1942 0:00,Diller,Barry,Founder & Entrepreneur,4/4/2023 5:01,New York,Northeast,1942.0,2.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Online media,1
748,3800,Finance & Investments,Wesley Edens,61.0,United States,New York,Investments,Finance & Investments,United States,,True,U,M,10/31/1961 0:00,Edens,Wesley,Founder & Entrepreneur,4/4/2023 5:01,New York,Northeast,1961.0,10.0,31.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Investments,1
748,3800,Finance & Investments,Stephen Feinberg,63.0,United States,New York,Private equity,Finance & Investments,United States,Cerberus Capital Management,True,U,M,3/29/1960 0:00,Feinberg,Stephen,Co-founder and CEO,4/4/2023 5:01,New York,Northeast,1960.0,3.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Cerberus Capital Management, Private equity",2
748,3800,Service,Rakesh Gangwal,69.0,United States,Miami,Airline,Service,United States,,True,D,M,7/25/1953 0:00,Gangwal,Rakesh,Founder & Entrepreneur,4/4/2023 5:01,Florida,South,1953.0,7.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Airline,1
748,3800,Food & Beverage,Joseph Grendys,61.0,United States,Chicago,Poultry processing,Food & Beverage,United States,,True,U,M,12/1/1961 0:00,Grendys,Joseph,Founder & Entrepreneur,4/4/2023 5:01,Illinois,Midwest,1961.0,12.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Poultry processing,1
748,3800,Media & Entertainment,Martha Ingram & family,87.0,United States,Nashville,"Book distribution, transportation",Media & Entertainment,United States,"Ingram Industries, Inc.",False,D,F,8/20/1935 0:00,Ingram,Martha,Former Chairman,4/4/2023 5:01,Tennessee,South,1935.0,8.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Book distribution, Ingram Industries, Inc., transportation",3
748,3800,Automotive,Li Xiang,41.0,China,Beijing,Electric vehicles,Automotive,China,,True,D,M,10/1/1981 0:00,Li,Xiang,Founder & Entrepreneur,4/4/2023 5:01,,,1981.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Electric vehicles,1
748,3800,Real Estate,"H. Ross Perot, Jr.",64.0,United States,Dallas,Real estate,Real Estate,United States,,False,U,M,11/7/1958 0:00,Perot,H. Ross,Heir & Major Shareholder,4/4/2023 5:01,Texas,South,1958.0,11.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Real estate,1
748,3800,Real Estate,Chandru Raheja,82.0,India,Mumbai,Real estate,Real Estate,India,,False,U,M,10/1/1940 0:00,Raheja,Chandru,Heir & Major Shareholder,4/4/2023 5:01,,,1940.0,10.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Real estate,1
748,3800,Energy,Trevor Rees-Jones,71.0,United States,Dallas,Oil & gas,Energy,United States,,True,D,M,8/12/1951 0:00,Rees-Jones,Trevor,Founder & Entrepreneur & Oil & gas,4/4/2023 5:01,Texas,South,1951.0,8.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Oil & gas,1
748,3800,Telecom,Yasumitsu Shigeta,58.0,Japan,Tokyo,Mobile phone retailer,Telecom,Japan,,True,U,M,2/25/1965 0:00,Shigeta,Yasumitsu,Founder & Entrepreneur,4/4/2023 5:01,,,1965.0,2.0,25.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Mobile phone retailer,1
748,3800,Healthcare,Su Qingcan,54.0,China,Xiamen,Healthcare,Healthcare,China,,True,N,M,1/1/1969 0:00,Su,Qingcan,Founder & Entrepreneur,4/4/2023 5:01,,,1969.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Healthcare,1
748,3800,Finance & Investments,Tsai Cheng-ta,73.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,D,M,4/1/1950 0:00,Tsai,Cheng-ta,Heir & Major Shareholder,4/4/2023 5:01,,,1950.0,4.0,1.0,,,,,,,,,,,,Finance,1
748,3800,Service,Steven Udvar-Hazy,77.0,United States,Westlake,Aircraft leasing,Service,United States,Air Lease Corp.,True,D,M,2/23/1946 0:00,Udvar-Hazy,Steven,CEO and Chairman,4/4/2023 5:01,Texas,South,1946.0,2.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Air Lease Corp., Aircraft leasing",2
748,3800,Manufacturing,Elizabeth Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,,True,N,F,7/7/1945 0:00,Uihlein,Elizabeth,Founder & Lead Investor,4/4/2023 5:01,Illinois,Midwest,1945.0,7.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Packaging materials,1
748,3800,Manufacturing,Richard Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,,True,N,M,8/27/1945 0:00,Uihlein,Richard,Founder & Entrepreneur,4/4/2023 5:01,Illinois,Midwest,1945.0,8.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Packaging materials,1
766,3700,Finance & Investments,Hayes Barnard,51.0,United States,Austin,Fintech,Finance & Investments,United States,,True,N,M,2/15/1972 0:00,Barnard,Hayes,Founder & Entrepreneur,4/4/2023 5:01,Texas,South,1972.0,2.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Fintech,1
766,3700,Finance & Investments,William Berkley,76.0,United States,Coconut Grove,Insurance,Finance & Investments,United States,WR Berkley,True,E,M,9/1/1946 0:00,Berkley,William,Chairman and CEO,4/4/2023 5:01,Florida,South,1946.0,9.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Insurance, WR Berkley",2
766,3700,Real Estate,Charles Cohen,71.0,United States,New York,Real estate,Real Estate,United States,,False,U,M,2/8/1952 0:00,Cohen,Charles,Heir & Major Shareholder,4/4/2023 5:01,New York,Northeast,1952.0,2.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Real estate,1
766,3700,Real Estate,Yakir Gabay,56.0,United Kingdom,London,Real estate,Real Estate,Cyprus,,True,D,M,4/13/1966 0:00,Gabay,Yakir,Founder & Entrepreneur,4/4/2023 5:01,,,1966.0,4.0,13.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Real estate,1
766,3700,Technology,Huang Li,59.0,China,Wuhan,Imaging systems,Technology,China,,True,D,M,6/27/1963 0:00,Huang,Li,Founder & Entrepreneur,4/4/2023 5:01,,,1963.0,6.0,27.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Imaging systems,1
766,3700,Logistics,Brad Jacobs,66.0,United States,Greenwich,Logistics,Logistics,United States,,True,E,M,7/1/1956 0:00,Jacobs,Brad,Founder & Entrepreneur,4/4/2023 5:01,Connecticut,Northeast,1956.0,7.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Logistics,1
766,3700,Real Estate,Ji Qi,56.0,China,Shanghai,"Hotels, motels",Real Estate,China,,True,U,M,10/1/1966 0:00,Ji,Qi,Founder & Entrepreneur & Hotels,4/4/2023 5:01,,,1966.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,"Hotels, motels",2
766,3700,Media & Entertainment,Jason Jiang,50.0,China,Shanghai,Advertising,Media & Entertainment,Singapore,,True,D,M,1/1/1973 0:00,Jiang,Jason,Founder & Entrepreneur,4/4/2023 5:01,,,1973.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Advertising,1
766,3700,Technology,Jim Kavanaugh,60.0,United States,St. Louis,IT provider,Technology,United States,,True,U,M,10/17/1962 0:00,Kavanaugh,Jim,Founder & Entrepreneur & IT,4/4/2023 5:01,Missouri,Midwest,1962.0,10.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,IT provider,1
766,3700,Real Estate,Richard LeFrak & family,77.0,United States,New York,Real estate,Real Estate,United States,,False,E,M,8/29/1945 0:00,LeFrak,Richard,Controlling Shareholder & (Family ),4/4/2023 5:01,New York,Northeast,1945.0,8.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Real estate,1
766,3700,Finance & Investments,Mikhail Lomtadze,47.0,Kazakhstan,Almaty,Fintech,Finance & Investments,Georgia,,True,U,M,10/17/1975 0:00,Lomtadze,Mikhail,Founder & Entrepreneur,4/4/2023 5:01,,,1975.0,10.0,17.0,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684,Fintech,1
766,3700,Fashion & Retail,Tom Morris,68.0,United Kingdom,Merseyside,Retail,Fashion & Retail,United Kingdom,,True,U,M,10/2/1954 0:00,Morris,Tom,Founder & Entrepreneur,4/4/2023 5:01,,,1954.0,10.0,2.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Retail,1
766,3700,Manufacturing,Shigenobu Nagamori,78.0,Japan,Kyoto,Motors,Manufacturing,Japan,,True,D,M,8/28/1944 0:00,Nagamori,Shigenobu,Founder & Entrepreneur,4/4/2023 5:01,,,1944.0,8.0,28.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Motors,1
766,3700,Finance & Investments,Daniel Och,62.0,United States,Miami Beach,Hedge funds,Finance & Investments,United States,Och-Ziff Capital Management,True,D,M,1/27/1961 0:00,Och,Daniel,Founder,4/4/2023 5:01,Florida,South,1961.0,1.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Hedge funds, Och-Ziff Capital Management",2
766,3700,Fashion & Retail,Horst Paulmann & family,88.0,Chile,Santiago,Retail,Fashion & Retail,Chile,,True,U,M,1/1/1935 0:00,Paulmann,Horst,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1935.0,1.0,1.0,131.91,2.6,"$282,318,159,745 ",88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969,Retail,1
766,3700,Service,Anthony Pritzker,62.0,United States,Los Angeles,"Hotels, investments",Service,United States,,False,E,M,1/7/1961 0:00,Pritzker,Anthony,Heir & Major Shareholder & Hotels,4/4/2023 5:01,California,West,1961.0,1.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Hotels, investments",2
766,3700,Technology,John Sall,75.0,United States,Cary,Software,Technology,United States,SAS Institute,True,U,M,4/4/1948 0:00,Sall,John,Co-Founder & Executive Vice President,4/4/2023 5:01,North Carolina,South,1948.0,4.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"SAS Institute, Software",2
766,3700,Food & Beverage,Howard Schultz,69.0,United States,Seattle,Starbucks,Food & Beverage,United States,,True,D,M,7/19/1953 0:00,Schultz,Howard,Founder & Entrepreneur,4/4/2023 5:01,Washington,West,1953.0,7.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Starbucks,1
766,3700,Fashion & Retail,Richard Schulze,82.0,United States,Naples,Best Buy,Fashion & Retail,United States,Best Buy Co. Inc.,True,D,M,1/2/1941 0:00,Schulze,Richard,Chairman & Buy,4/4/2023 5:01,Florida,South,1941.0,1.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Best Buy, Best Buy Co. Inc.",2
